companyid,locationid,rowcount
org-3f114600-d00c-435d-8b54-7492b7f7594c,loc-c6370aa7-2dba-42dc-bd40-85cbbe166f98,2888
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-61c9cc3d-6b74-42dc-8005-d229c824a98e,2880
org-7dae0fef-a910-43db-a8ac-63e9029e1a9e,loc-afe74faf-0467-44d6-b2a4-edec26cbe3d3,2768
org-687543d8-de97-4238-8dad-8445157ea73a,loc-feda56d2-09d0-477e-9340-71fc20ebb7a7,2665
org-2794056e-e4e8-4684-a049-2375b720f22d,loc-d36e5a9e-0930-43e2-8424-ba7ed4743584,2655
org-e07af72f-850f-4266-a421-23709dd503da,loc-4a44d9db-2f7f-4938-95a9-cb4c2c85a30b,2588
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-ce6e37ea-4410-4225-8c16-113211006a3f,2556
org-687543d8-de97-4238-8dad-8445157ea73a,loc-8f5e17b9-63b2-45b1-aa00-fbc7c6cbd4b8,2526
org-9209d7be-90a1-4144-bcaa-74034f9fb735,loc-29bf3b41-b353-42fb-bb4a-dc8657763455,2498
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,loc-2bd29e8d-b962-472e-9e01-1ff06b6f9172,2443
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-b0e0b6c5-1144-4eb0-8956-42c9ff4f3db6,2425
org-8b87e315-9a86-4837-957a-ba77d8bca9fd,loc-5e671c81-b2de-4398-9821-0ffd70407b2c,2416
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-fe01cd5d-cea8-4543-8e5b-b98dfb0a18ce,2410
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-4a534c30-5c93-4a2d-966d-3285f48454be,2369
org-ccab0ac0-6515-439e-9adc-80ac4b40fed8,loc-44689201-3c82-4449-86a4-38425f1c1aca,2350
org-9209d7be-90a1-4144-bcaa-74034f9fb735,loc-50f82531-acd9-40bb-87d1-1e211d59ed0b,2219
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-ffd3b691-3b68-464b-b2c7-db690abc3928,2189
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-5e3586ee-e4ca-4cc6-b053-c1e069352e58,2047
org-7a02ae5b-24ac-4571-8363-07bede9a32ae,loc-10a0e9f7-d6ba-4f18-bde5-813c232037f2,1924
org-c11f4a3f-e61e-4696-937a-81a2fa572561,loc-338d2168-a402-42e0-bce0-91b9c7e531f0,1920
org-5834d77c-4c45-4f98-a110-4c0fcd977490,loc-8d0cc4c3-979e-4896-b212-c92b628133d5,1875
org-a975e600-207e-43d6-9758-94d0125442d8,loc-71aeee91-edc0-47d9-93f2-edf1630fd004,1819
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-688b588e-1970-4140-988f-1daf8fd3f37e,1784
org-2e18c3a6-5a09-4500-85b9-fd63ea3c7172,loc-a4677d45-51ee-47c7-9aaf-871435e01480,1745
org-7dbb21f1-a54e-40ff-b9e2-ca1a2e87fe23,loc-a5f2b991-8f16-472d-8a09-97a940e31e68,1723
org-14bb3e55-31ab-48f3-8a7f-b11e32c097c0,loc-1858d0b2-9761-48b0-980f-5f366ad1dfe3,1669
com-aqucw8u0y8,loc-8bbd5999-c84f-4018-bd33-4793f7abb73f,1577
org-642556df-6d2c-42cc-81cc-83c1e490a458,loc-7e11383c-03a8-40bb-866e-ec596d780773,1535
org-7bd17b79-edd7-48bf-b655-dd2fbb1650a7,loc-8d084ad1-7a78-44c5-b0e9-bcd44fe87561,1516
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-6c5ebd5c-ab8e-4d64-a798-02b156c2ccce,1497
org-b46729a6-a586-48c6-9ad0-92f669762966,loc-8a13d83c-b924-4d70-9543-63a3aa45b928,1489
org-5e402379-adf4-4769-8095-d34c12766a4a,loc-122c9b04-0394-4632-acaa-e1fa1fe4c505,1447
org-2860c9bb-1a6d-482c-aa7a-d3fce2556b66,loc-0b634b16-2bd4-443e-88b8-98dcfc5e1eaa,1437
org-1ab84540-3b77-476b-baa7-da56715f7c8c,loc-c682db82-4bc6-4e9c-bace-0cb8fe9f732f,1403
org-28e544a5-776e-4870-ac64-d10d069142a8,loc-70f50988-a599-4525-bb72-a39c34fa17d4,1369
org-bb86f050-c46e-4eec-9ff2-f53c3fadba58,loc-a2f88b39-d45e-46ae-9794-60a64a943d88,1335
org-a4c2cad8-133f-4069-9db3-2b42fb21d48e,loc-b5ae5758-c92e-4a98-b49b-b3fb0adc4dae,1327
org-64121de0-4c03-4e3d-a4d3-407368a5b61e,loc-046e03f5-0e05-427c-aa35-ed48cff332f5,1327
org-ab5e9805-fdc3-4f36-a231-90d1659ae447,loc-6f65999a-4b5f-48e2-a4a7-15bc40a7e74a,1320
org-6f2f1636-254f-4c02-a7da-bc9b1a95c738,loc-2ef772ad-1767-40bc-b831-cc65b064cc55,1311
org-fea78120-bf18-4b3a-a320-aecc7a2892f3,loc-956c5dd6-e297-42f1-96f8-1618836d5327,1257
org-7552bfa8-4d06-49a7-9d51-db3b547776d5,loc-db56cb34-28d3-4b80-bba1-b2370a70a534,1254
org-8b02b14a-4a7b-4e16-9bd1-1214f3efad09,loc-a133266c-e2b5-4021-8a20-ddc8981b9f28,1236
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-197408cc-69f5-4c00-adf8-b9f6dd7fc77b,1235
org-7bd17b79-edd7-48bf-b655-dd2fbb1650a7,loc-4dcbb5ab-2eb3-474c-9ca9-1c4cca2717cf,1181
org-1bef5837-8eab-4598-ba3a-76a672a1f020,loc-83e04639-41f8-4165-af63-f3adc6a2da11,1169
org-bc69b704-54f9-4233-bcd5-16c052d58d8f,loc-ee9ac4fe-4cfa-4839-ae9b-b19d67934097,1144
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-8104a1bb-d800-40cb-b26b-c01b53685363,1138
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-38917894-f994-48cf-9d62-453760a97334,1131
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-716c6b64-d697-42ff-9a6e-c5fcd099e16a,1084
org-45298862-0aa5-4254-9985-73fffcc7bbf3,loc-f70c2c8c-0e2d-48f2-b7fb-a4c9c8239ac1,1083
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-810637ee-2c14-4d56-b2fe-932068533cd0,1081
org-01f3c609-7e51-4d35-8d13-d00634a67c42,loc-2733bbc3-0f42-4d98-a8d7-718ecbae89d5,1067
org-fce5853c-91e9-4f26-bdcf-120c6812bba3,loc-936ef936-9bef-49f0-ac63-04d162d162b5,1062
org-d5158cfe-eafe-4ebc-934a-e36c199337d5,loc-ce0958c2-ef8e-4a2c-8bea-8e35fd240dcd,999
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-8ece54bc-db3e-42d1-befc-61a43ab27090,997
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-62095d99-1328-4943-ab39-42d31ee5c6ce,967
org-7dbb21f1-a54e-40ff-b9e2-ca1a2e87fe23,loc-2be56999-5f14-4ceb-9648-a0d97fae7dfb,950
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-d3f6a0f0-1486-4ff5-8ebf-55a67a971516,944
org-d0355cb5-5907-4f98-938a-1559cc3bb990,loc-4f88640a-984e-4ff5-9fdd-4deede1f518b,903
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-655e3be8-3f35-4415-9971-25f8ebb6bce1,894
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-e67a98fa-5a72-4c86-929d-9d9682471279,891
org-3ee913fc-8f7e-449b-9f41-1d167e71bd51,loc-521b4230-f782-4755-b23d-2077a7b57de1,837
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-63ec38e6-fc7b-4243-9bf9-413858e015cb,828
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-a282ea74-5e06-4a2d-8d04-001503d6532d,819
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-874723a1-9aa4-4aba-97bb-5c5980d90292,815
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-939c78ea-2e31-4d1c-9bc2-3f310be47625,771
org-2a943fc7-b8f7-437f-8d68-b9e0686c4536,loc-5684173c-9147-4c97-aaba-e17ffb20ca79,742
org-72eadd77-9220-4e49-89ac-e237aec382c3,loc-a2584143-27a8-4465-813c-99b432d51184,739
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-877d0fb2-2bc9-4faa-8108-18025d2f12b6,716
org-5834d77c-4c45-4f98-a110-4c0fcd977490,loc-57c5cfe2-5ff4-4616-8d06-4fac6d9ecdc7,707
org-b9ae9059-7406-4995-ba04-b2dcc28d1ef0,loc-bc073bb4-866a-4d07-80c1-3a4d510b368d,704
org-d7b0699e-c988-4a3a-aac2-66c0daa2dc9b,loc-a66c39bb-c7c2-495e-900e-8d3bd87ac584,683
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-03d7fee3-5029-4c74-bc0a-e2b33e9f0a99,683
org-6f2f1636-254f-4c02-a7da-bc9b1a95c738,loc-6582776c-181f-41c7-b12c-a66e5c0064bc,675
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-29da9a55-054b-4c7f-a954-2bfa34ab9e79,667
org-4585bb5a-550f-4776-8293-32326ec86a77,loc-899cfd66-88fa-4b5f-a9f2-ac7c27fcce99,646
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-01eae93d-556c-4d3e-ab63-c8ee27b12f99,612
org-81961a5e-0b5a-4e74-bd1f-9dbce15fc3ee,loc-f5a0738a-52de-4162-8c89-ad1774a5d59e,603
org-f767fa96-faf2-45cd-a7fa-b425c2c7ff88,loc-329ca1e2-4d57-4e95-94b0-297391e53c1f,597
org-01f3c609-7e51-4d35-8d13-d00634a67c42,loc-7d85cf79-4865-4bc4-9c42-ba5260c16853,595
org-2e18c3a6-5a09-4500-85b9-fd63ea3c7172,loc-4882f0da-fd6f-4446-b0bd-d18e09c0ba2d,585
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-c64bf046-39dd-403d-b840-a8ee5523b80f,584
org-d0355cb5-5907-4f98-938a-1559cc3bb990,loc-fd6768db-a5e9-4574-8c86-a7117319c58d,573
org-14bb3e55-31ab-48f3-8a7f-b11e32c097c0,loc-cd90f3da-6b26-4218-852b-5ca87d5e3ead,560
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-95263cdf-7379-43d1-9cf4-0c93c3125927,559
org-c020454d-dfd5-470a-88a6-007c496507d9,loc-ded62d51-3118-4583-9eee-79d518cc717a,553
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-37de4641-0dfd-47dc-a46e-4f2b0cc784ae,553
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-2d5a50d4-392a-4774-a41c-8cc74f22d371,535
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-938d67f0-a294-4506-bbfa-337b7df4a053,523
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-a8001c98-ee9d-4235-95d4-aa50d1b12a9e,523
org-38ce5a94-18db-40ef-afbf-d5988bed091a,loc-1e220bde-a33b-470a-8809-6ad95e595a2b,510
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-f3f01f79-eb04-48a8-8576-ae9a582d26ee,502
org-1a651fec-a83d-4217-87e3-d0f4ba536446,loc-bee1a041-84bb-4cd2-9533-50403bca372c,497
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-8b0189db-c44f-4377-9e89-87b704a5feeb,496
org-fce5853c-91e9-4f26-bdcf-120c6812bba3,loc-97b3c617-f82c-4929-a130-f802472c7ff2,477
org-4585bb5a-550f-4776-8293-32326ec86a77,loc-32ca4b61-5350-435d-ac7b-56ebec38d536,465
org-5834d77c-4c45-4f98-a110-4c0fcd977490,loc-c5c4386c-c04a-43f2-9a91-61983b93e770,464
org-2860c9bb-1a6d-482c-aa7a-d3fce2556b66,loc-57afbaae-26b8-4efd-936f-cc645150be71,458
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-d9709a0c-8c9e-4a7b-a0d7-4d5fb98f7cff,450
org-0991e484-3371-48e3-ae2d-dd7639b00327,loc-36a67e05-cb3d-472f-9651-6ecf8ebc14b6,435
org-14bb3e55-31ab-48f3-8a7f-b11e32c097c0,loc-39888cb9-fd56-4291-a40a-7e3b4a8004cf,420
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-045a3a40-2d31-4c7d-8720-f2ba59687eb7,408
org-09760038-c46d-45e8-b02e-09e339975a14,loc-49d783f0-8f47-4e28-9eac-b6596d2d1fe1,400
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-255468cd-1236-434d-97bc-b23d2fb40d14,395
org-09760038-c46d-45e8-b02e-09e339975a14,loc-11e526af-45d2-43c5-bc8b-44bd6b33b9d9,385
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-80acc398-4bb5-47fe-afdf-544935aba9d8,377
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-0a80b5a6-3987-4771-bfe6-b284613088d8,373
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-345bb370-1ef0-4cbd-abb1-546b332dfea4,363
org-dn9ukvce9j,loc-d4d41d8c-d276-4e4d-afd6-ddd89ec029e1,362
org-72eadd77-9220-4e49-89ac-e237aec382c3,loc-34cfdbd0-d44b-4605-94fb-8a990a90eba2,342
org-3300ed5d-1c5c-44a6-8187-a05395397a21,loc-66f28bae-1ef9-46a0-b47a-a6ec3b6e9856,337
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-c7057e1e-1526-44ec-a418-3671e3dbbeeb,335
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-30320f69-2b42-49bf-9a9b-de063afeb09e,334
org-c1047cb3-6f67-4800-8e27-99c54d3980bc,loc-4c301b90-1cd2-4bcc-8b94-009656c897b7,323
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-60af4318-1da2-418a-983b-6262ee0fe1a1,322
org-e07af72f-850f-4266-a421-23709dd503da,loc-d0f4c6f1-9c40-44be-ac74-6484a65031e5,319
org-631c6045-e03f-4c48-a9a5-47eb70e396e9,loc-a8970745-e073-4e5d-bfc0-b4cf6295ecd9,313
org-09760038-c46d-45e8-b02e-09e339975a14,loc-c6acbb00-9878-42fd-9288-0c41462ae023,296
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-62b47ec8-4fc2-4a8b-b395-a00c44ddb8d8,295
org-09760038-c46d-45e8-b02e-09e339975a14,loc-64b06f6f-2783-40b0-9833-7bda40fd5912,291
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-9fa891e4-2f3e-4e8c-a389-88bed61bb7a9,272
org-1ba4c95c-5467-49c0-8243-24cfee7e708c,loc-12ba66a9-e85b-446b-baad-679e03c7c360,265
com-q9raq2mv7j,loc-mxvhckwa9g,257
org-65bbe78d-c83b-49eb-aeab-0d7a17bc7239,loc-0e7d6220-d89c-4201-8a0d-71822496f5aa,256
org-6844ae40-c720-4b76-b928-b598fdabdf94,loc-64e8926b-4a6d-49c7-bb08-503ae3f66a6f,255
org-5e402379-adf4-4769-8095-d34c12766a4a,loc-6eba0694-d850-46a7-ba9b-384bf4c5f3e4,252
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-df0862d3-2ab5-44e8-86c4-56d3cf067c95,248
org-8aa8f39e-182e-4069-9367-3ddfd9b9ac42,loc-441c59d1-3bc5-4167-b631-a94af771e292,243
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-17d2c6db-340d-4071-9660-46adb156aaf5,242
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-be78f784-399f-4abc-b870-d11ba58bd51c,242
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-39b02232-5a4d-4742-b56a-1d9259cca742,229
org-e31ae381-187c-4e3a-9c8f-9b37cacd2b34,loc-37726f78-9cdf-4cd8-a73f-7ee1a2458c7d,224
org-cd96c9c6-bcbd-4356-a9d0-b30147b4977f,loc-ca7561f6-2f79-4cf7-863b-a30207ae92bc,221
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-63500087-b7a9-4d88-aa40-cf30db21bade,220
org-3300ed5d-1c5c-44a6-8187-a05395397a21,loc-97cd283b-07ab-4e18-8a7d-2509e704e7c2,216
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,loc-e60e71e9-9be3-4d55-aa83-23ef8f8137a4,213
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-74bbb888-dc97-4f0f-b28a-5b4fed988787,210
org-ccab0ac0-6515-439e-9adc-80ac4b40fed8,loc-8c4654e9-1ad4-4802-bdf8-419d265fa711,210
org-81961a5e-0b5a-4e74-bd1f-9dbce15fc3ee,loc-10f1464d-a326-4267-987e-9860caab737a,210
org-91d0f611-fa06-42dc-b616-282c4d8dfda3,loc-a9023608-4c34-4ad2-b234-d9cd754b49f2,196
org-f1b0904b-8968-4c94-99c7-789aad407474,loc-0cdb56ae-7f90-45bd-961e-f247e88686ba,195
org-81961a5e-0b5a-4e74-bd1f-9dbce15fc3ee,loc-a6361798-d9bf-4a75-8a5a-d9eb7d3ccf86,193
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-1ceedda5-1f2f-49af-852d-e981afdefe50,186
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-097010f4-71e9-48a3-9713-0d17f3580ada,186
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-dea174fc-7479-4e93-ba7b-853149a86002,185
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-7652f3e8-4b88-41f6-81f9-63664d17b87b,179
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-8dfd4e52-cabc-4c6f-90f6-48c71608225c,178
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-f42e2dd4-4c12-4ada-9d9b-153aee590b24,175
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-1b91d355-93ec-4e71-a652-2a7adb4d47e8,173
org-5e402379-adf4-4769-8095-d34c12766a4a,loc-837a99bd-0b04-4c11-a8ed-b62bdbde7e4a,167
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-73796cdc-bc68-419c-8d46-9e5d7946549c,157
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-e262033c-e310-4a28-b128-4ea0d7ad99ce,155
org-b9ae9059-7406-4995-ba04-b2dcc28d1ef0,loc-ac8d7868-f180-4a0b-af65-5c816580ef84,152
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-a09b1a05-ebf1-414c-8030-14d355fe4349,150
org-271f7cc5-29e3-44e8-bbe2-a17923d3baf4,loc-dae0d8f5-0041-4a9f-9e28-075d7cde08e0,144
org-06f2ea93-bc07-4f0b-9d46-3cf13d0c5f54,loc-cc8472f4-5c3e-4aee-bceb-267dccfa47df,135
org-d0355cb5-5907-4f98-938a-1559cc3bb990,loc-3cee0359-0ed0-4d39-a91a-91a6a0a2d897,131
org-b0e68dc8-58e7-4b15-a577-af573fe3f78e,loc-b059c6ed-def5-4ead-85fe-f094d070f125,130
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-bc154f25-a21d-4c85-bc5b-f39594199911,122
org-2e18c3a6-5a09-4500-85b9-fd63ea3c7172,loc-40de3f29-2a35-4773-95a2-69bf26d84058,120
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-d84e3ac3-e7c0-4b78-8b71-6278a30ba290,117
org-dn9ukvce9j,loc-6ef412b3-52fb-4ce9-94a6-3a6af9246342,116
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-78387fe4-7c2c-403c-a1b6-f2553a2d043f,112
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-ca44ff60-6e89-4812-9dcd-49056e1efdd2,101
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-a09c3940-2f77-4e49-90da-be836264a01f,101
org-9fd6aa98-d8f1-40bc-bd86-73c6a898ef1e,loc-6b2742ee-a8a8-466e-bddf-d69e0089f6b5,101
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-da821a62-1c77-4f74-a798-bdd1283fa30b,96
org-81961a5e-0b5a-4e74-bd1f-9dbce15fc3ee,loc-5885a1ea-7dca-4808-b8f8-4a7c698fc62f,95
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-61f595a9-00ce-4beb-b6a6-abb520de5e62,95
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-a544064b-97b6-47dc-a046-226e28b19a5b,92
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-26df8cab-e94b-46fe-81cd-3b265e18e7ee,90
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-907ababd-272e-4961-87b1-605c17d88a08,78
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-49afa185-4f06-4265-b9c5-eace9bd03eca,76
org-d7b0699e-c988-4a3a-aac2-66c0daa2dc9b,loc-cb90fac9-182c-42a3-84cc-d32a1bfbecd5,75
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-e4645724-f0bc-4b02-98d3-b04da0145bf8,73
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-d87d1bbd-5bfc-4856-b1be-390be6347c2a,73
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-fba07c26-3461-4647-a8a0-d9e3fc728320,73
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-980f7f29-34d0-435e-a7ff-b1c018f6c6a8,71
org-81961a5e-0b5a-4e74-bd1f-9dbce15fc3ee,loc-73318099-09c3-42ea-a10e-3475fc396388,65
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-64396e3e-986a-4500-90f0-ec0b2af22cc6,65
org-84cdc751-3b4d-4d08-a37e-1c1e024a1b75,loc-d3d34ef1-0088-42ff-8fdd-03dc8df0b5d7,64
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-19126ca0-1c92-47b0-ae14-a6a873cf9639,57
com-aqucw8u0y8,loc-71eb392f-9c3a-4e7a-af6d-aee2f7e21925,56
org-c423a6da-65d4-4372-81f8-d80fecf3e71f,loc-c8f1def6-0980-42a1-a2e7-6f960b442f5c,55
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-0bb0bf11-fe00-400d-87f8-2601cce1f033,54
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-3e1740ce-d5cc-48f7-a792-ba41d3323fec,53
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-2c503a96-73d6-4e4d-96b1-1aa994941f48,51
org-71d61bba-fcd2-4367-9041-c8e3639753d4,loc-c64915e0-786d-4c1a-9df3-510039a95d81,50
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-47ae18ad-8089-4c76-80d0-8202785cc8a3,50
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-e04baaea-ca0b-481b-aebf-3cbcca96eff3,49
com-q9raq2mv7j,loc-38c5fbfr7x,48
org-f1b0904b-8968-4c94-99c7-789aad407474,loc-2f111556-2994-48a1-83ac-8e34ca66c908,48
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-0a2ba439-ed3e-4aaf-aa2d-4585c97de7ef,46
org-05c35254-b0c6-4383-8d01-ddb875835770,loc-c61c9acf-2754-48e3-802f-1c3965fc46c9,46
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-c06fd51d-cbbd-4e9d-acf0-cbc6951da65c,44
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-27bb8e7f-4eac-49f5-946c-a3478273e3e9,43
org-91d0f611-fa06-42dc-b616-282c4d8dfda3,loc-6e7b9db3-563b-4433-a013-a2195f8f60f9,36
org-6477410b-c45f-482f-92c6-31ca3f191d70,loc-7f64cab3-58cc-4596-adf6-92689f3033cd,36
org-71d61bba-fcd2-4367-9041-c8e3639753d4,loc-85ba1d23-1560-4ebc-bb9a-c621e327f626,33
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-a36426ff-92d0-4a60-8351-534c04cc73da,33
org-afc9771a-d153-497e-ad85-c8356572a7e6,loc-00cabd1d-4f1e-4e4a-96b3-fcb446230341,33
org-dn9ukvce9j,loc-861a9ec0-572f-4b52-ad76-9b5e195a01bd,29
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-51db254f-f403-4325-9cc7-32ff3c628a61,29
org-28e544a5-776e-4870-ac64-d10d069142a8,loc-6960ea36-38f2-4794-a510-7c7af7aafee2,28
org-8b715974-fccf-44f2-950a-adbc687fe9bf,loc-1408590b-bb6d-42ea-9e86-fac19613930d,24
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-e96ed8d0-89b6-41c5-96fa-56a04e7a9a36,24
com-8umc347sbf,loc-f5187134-908b-478d-b8f7-3e1b29cb1e52,23
org-ccab0ac0-6515-439e-9adc-80ac4b40fed8,loc-e9c4b2e9-3ac4-4303-aa6b-bc40d96c1743,22
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-c3b58196-5855-41b4-802b-d89525c782ff,20
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-e58d3798-5d42-4d4c-90b7-424ce9c78d57,20
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-18e3cb29-4df2-4a09-b5e2-9db26800ece2,20
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-56110a26-429b-466f-8815-e1a27097d28a,20
org-2e18c3a6-5a09-4500-85b9-fd63ea3c7172,loc-2da56c0c-7a96-44fd-83c3-a115fd899c8f,20
org-91d0f611-fa06-42dc-b616-282c4d8dfda3,loc-4b7e62ca-8d2b-4a23-81d9-9de1843aeba2,19
org-2e18c3a6-5a09-4500-85b9-fd63ea3c7172,loc-f6301e40-9093-4afd-af8c-3da596dd6635,18
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-61fca662-b75d-4187-a3d2-baa5040a4a22,18
org-2730deb5-9353-48b3-84b8-99def62a4adf,loc-c1e8d7fc-2002-41de-a9b9-64468ccc865b,17
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-16d076d3-3e0c-4511-b64a-cc75672a8b2c,15
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-c84ca6fe-9de4-4134-a999-7dee474b78bf,15
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-b40e20a4-587d-4d44-9746-6a129055c4df,14
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-d82ee5fd-29a9-454b-96b7-f5f148bd2a5b,12
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-3eaa4588-ef60-406b-85a0-60228d404005,12
org-b46729a6-a586-48c6-9ad0-92f669762966,loc-53bed1a9-2023-42d9-8857-9e7099957766,12
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-ed88540e-679a-4913-9ffa-784e3ef04e81,12
org-d8d05371-94db-4e9c-aff5-27e4428a758a,loc-ce09738b-8168-41db-a8aa-15c2cc49f526,11
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-3e1b7688-2213-4e7f-b830-91dd0e69195b,11
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-392a8845-d936-4158-9cd6-36a6e465114e,11
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-80791c0c-2b2b-48f5-b71f-6062e64fd30d,11
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-06c63c13-a6f9-40cf-8f4f-2c62fe752470,10
