organizationname,organizationid,locationid,locationname,catalogid,catalogname,is_catalog_deleted,catalog_created_on,catalog_modified_on,id,menuitemid,menuitemname,guest,effective_date,item_class_type,entitytype,calories,protein,sugar,fat,is_alcoholic,is_vegetarian_item,is_vegan_item,has_allergen,is_active,is_deleted,gms_created_on,gms_modified_on,itemunitprice,price_changed_on,sysinserttime,sysupdatetime,catalogid,average_rating,rating_count
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,200540,itm-eabc91c7-e678-4fb1-a847-d89878041c3b,HWHAP Cheesy Hot Chicken Sandwich Meal,1,NULL,5,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.342963,15.990,2026-04-30 20:17:56.748931,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,195908,itm-9d454893-aee1-4c49-972c-e38bc2a4297f,Original Hot Chicken Sandwich,1,NULL,1,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.339625,12.990,2026-04-30 20:17:56.465921,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,191515,itm-c9899cf0-95f5-4817-baa1-88b5747571fe,Cheesy Hot Chicken Sandwich,1,NULL,1,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.34741,13.990,2026-04-30 20:17:56.470289,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,200519,itm-a1adbf66-e2c8-499d-81eb-7f1e7c2a4904,2 Tenders Meal,1,NULL,5,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.348423,10.990,2026-04-30 20:17:56.474646,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,200761,itm-8d1767e9-1438-4a24-8964-f10ca32d8ccb,Tenders & Waffle,1,NULL,5,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.34946,12.990,2026-04-30 20:17:56.478899,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,192801,itm-c68a4522-08f6-4172-9889-a928750e268f,3 Tenders & Fries,1,NULL,5,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.366038,13.990,2026-04-30 20:17:56.483404,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,196104,itm-605cbb69-6ac9-4a50-8e01-db07b67566e2,Kids Meal,1,NULL,5,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.366973,6.990,2026-04-30 20:17:56.488629,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,196798,itm-913d9339-bd65-42f8-94e1-c7604bb2f89c,10 pc Nugget Meal,1,NULL,5,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.345534,11.990,2026-04-30 20:17:56.4928,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,205555,itm-5b631654-f619-413f-a0ca-1b03eae53e27,15 pc Nugget Meal,1,NULL,5,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.283856,13.990,2026-04-30 20:17:56.497371,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,204305,itm-5d031969-751d-4d28-becc-5dfdfbc50f73,Cheese Fries,1,NULL,2,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.2849,5.990,2026-04-30 20:17:56.502328,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,192135,itm-cfa88db4-dcca-4888-b29d-b351c8c99d59,Loaded Fries,1,NULL,2,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.285813,12.990,2026-04-30 20:17:56.507997,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,195606,itm-63277996-2f57-4f99-8b1e-b4ff15d52f19,Fusion Fries,1,NULL,2,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.34648,14.990,2026-04-30 20:17:56.512364,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,191764,itm-fc25f210-0cb8-4d63-93cf-ca244f7863cf,Southwest Salad,1,NULL,2,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.286711,13.990,2026-04-30 20:17:56.519655,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,197341,itm-b07c4c79-1ac0-4034-8eaf-61e22525bd11,Texas Caesar Salad,1,NULL,2,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.287965,12.990,2026-04-30 20:17:56.524372,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,205473,itm-6affa5c3-3a09-4c31-9e4b-e789e7b8e88b,Mac & Cheese,1,NULL,2,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.288852,4.990,2026-04-30 20:17:56.528914,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,201364,itm-ae8319a7-ad2e-4aff-a306-e22eaa90ce1c,Chicken Tortilla Soup,1,NULL,1,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.359944,4.990,2026-04-30 20:17:56.533946,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,198830,itm-86eae1f5-8e83-4cda-ac07-fc2e2deac3e8,Fries (side),1,NULL,2,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.289759,4.990,2026-04-30 20:17:56.53981,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,196689,itm-63b53e22-be7d-438a-b50d-215fa08ab17b,5 pc Nuggets (a la carte),1,NULL,1,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.290597,3.990,2026-04-30 20:17:56.545331,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,201897,itm-07335da5-836d-40fa-9f04-c5d807e1d9f7,10 pc Nuggets (a la carte),1,NULL,1,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.291401,7.990,2026-04-30 20:17:56.549955,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,205573,itm-a480e269-e3f1-482d-be9f-3d7715f50482,15 pc Nuggets (a la carte),1,NULL,1,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.292286,11.990,2026-04-30 20:17:56.554824,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,192245,itm-5ee64b75-f9ba-4c4d-869d-87a022ac7fbc,Waffle (a la carte),1,NULL,2,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.340549,3.990,2026-04-30 20:17:56.560088,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,192835,itm-18defe22-13c9-4851-b253-4d8587993244,Breast (a la carte),1,NULL,1,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.293149,5.990,2026-04-30 20:17:56.564598,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,200597,itm-88587591-80c2-402f-9c26-89b640a61720,Buns (a la carte),1,NULL,2,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.293978,2.500,2026-04-30 20:17:56.568957,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,192097,itm-57287286-adcc-4e8c-b1d1-9e709afd6927,Cookie Monster Wheely,1,NULL,4,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.351766,3.950,2026-04-30 20:17:56.686985,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,194017,itm-18066b37-9625-4254-8d5e-24d06c1aa06a,Cheesy Sandwich (a la carte),1,NULL,1,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.2948,10.990,2026-04-30 20:17:56.573341,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,196345,itm-3b1a7dc0-ce48-4441-9d11-c9bcde4bed47,Coleslaw (side),1,NULL,2,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.367832,2.500,2026-04-30 20:17:56.578365,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,195031,itm-ec597db5-8530-410e-b1c5-08579cce95d4,Pickles (side),1,NULL,2,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.360755,2.500,2026-04-30 20:17:56.583258,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,194154,itm-a0029782-9c4a-4a61-828f-45dc4e5d9b10,Classic Sandwich (a la carte),1,NULL,1,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.295684,9.000,2026-04-30 20:17:56.588155,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,192792,itm-aeef731b-ae33-48d9-bbc4-b2f26fad4586,Original Sandwich (a la carte),1,NULL,1,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.296638,10.000,2026-04-30 20:17:56.593135,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,193520,itm-343077c5-76b9-4376-ad8b-67418c0d5960,Tender (a la carte),1,NULL,1,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.297638,4.000,2026-04-30 20:17:56.597117,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,199388,itm-857914cd-a50e-4899-b5bc-1bd2bc33f1a3,Small Fountain Drink,1,NULL,3,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.29852,2.290,2026-04-30 20:17:56.601439,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,198449,itm-582b5c29-3265-4ea2-99a8-f92bb125b935,Regular Fountain Drink,1,NULL,3,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.373777,2.990,2026-04-30 20:17:56.605851,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,199463,itm-7c1645b5-94d6-43a9-a10a-a0a8323ef2c1,Chilled Blueberry Lavender Lemonade,1,NULL,3,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.374682,4.990,2026-04-30 20:17:56.610349,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,197771,itm-beddb250-2ca2-4db3-a0b3-879dcdcf07f9,Chilled Cucumber Watermelon Lemonade,1,NULL,3,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.375547,4.990,2026-04-30 20:17:56.615354,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,192653,itm-eaa9680c-aa22-463f-a1de-498e855d9237,Chilled Strawberry Hibiscus Lemonade,1,NULL,3,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.299367,4.990,2026-04-30 20:17:56.619822,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,194216,itm-62d257b4-6a16-48d6-836a-2e5446a15f19,Frozen Blueberry Lavender Lemonade,1,NULL,3,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.300394,5.990,2026-04-30 20:17:56.624411,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
Houston Hot Chicken,org-490e23ce-6f23-4d3d-8544-8728f0965cfc,loc-b2e07e29-8760-48d3-8ccc-764e480cff59,Las Vegas - Ann Road,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,Las Vegas - Ann Road Catalog,False,2026-04-30 19:56:47.919171,2026-05-27 21:02:06.254055,199992,itm-95c4a459-2844-4ae4-bf3d-9847b1ae6d35,Frozen Cucumber Watermelon Lemonade,1,NULL,3,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-04-30 20:17:54.618317,2026-05-21 13:20:14.301261,5.990,2026-04-30 20:17:56.629374,2026-05-04 10:44:02.324319,2026-05-29 03:11:38.75494,catlg-172c6b09-a0b1-4b18-8071-caa0956a8309,NULL,NULL
